"Season","Daynum","Wteam","Wscore","Lteam","Lscore","Wloc","Numot","WinningTeam","LosingTeam","WinningTeamSeed","LosingTeamSeed"
"1991","136","1234","76","1190","73","N","0","Iowa","ETSU","07","10"
"1991","136","1242","55","1309","49","N","0","Kansas","New Orleans","03","14"
"1991","136","1301","114","1379","85","N","0","NC State","Southern Miss","06","11"
"1991","136","1329","67","1307","54","N","0","Oklahoma St","New Mexico","03","14"
"1991","136","1338","76","1208","68","N","1","Pittsburgh","Georgia","06","11"
"1991","136","1350","73","1393","69","N","0","Richmond","Syracuse","15","02"
"1991","136","1371","71","1337","51","N","0","Seton Hall","Pepperdine","03","14"
"1991","136","1396","80","1345","63","N","0","Temple","Purdue","10","07"
"1991","136","1462","89","1304","84","N","0","Xavier","Nebraska","14","03"
"1991","137","1104","89","1293","79","N","0","Alabama","Murray St","04","13"
"1991","137","1113","79","1353","76","N","0","Arizona St","Rutgers","08","09"
"1991","137","1116","117","1209","76","N","0","Arkansas","Georgia St","01","16"
"1991","137","1185","76","1280","56","N","0","E Michigan","Mississippi St","12","05"
"1991","137","1207","70","1435","60","N","0","Georgetown","Vanderbilt","08","09"
"1991","137","1210","87","1177","70","N","0","Georgia Tech","DePaul","08","09"
"1991","137","1277","60","1453","58","N","0","Michigan St","WI Green Bay","05","12"
"1991","137","1314","101","1318","66","N","0","North Carolina","Northeastern","01","16"
"1991","137","1326","97","1406","86","N","0","Ohio St","Towson","01","16"
"1991","137","1336","74","1417","69","N","0","Penn St","UCLA","13","04"
"1991","137","1385","75","1296","68","N","0","St John's","N Illinois","04","13"
"1991","137","1400","73","1389","65","N","0","Texas","St Peter's","05","12"
"1991","137","1424","99","1285","65","N","0","UNLV","Montana","01","16"
"1991","137","1428","82","1375","72","N","0","Utah","South Alabama","04","13"
"1991","137","1437","50","1343","48","N","0","Villanova","Princeton","09","08"
"1991","137","1448","71","1256","65","N","0","Wake Forest","Louisiana Tech","05","12"
"1991","138","1112","76","1140","61","N","0","Arizona","BYU","02","10"
"1991","138","1163","66","1462","50","N","0","Connecticut","Xavier","11","14"
"1991","138","1181","85","1234","70","N","0","Duke","Iowa","02","07"
"1991","138","1231","82","1199","60","N","0","Indiana","Florida St","02","07"
"1991","138","1242","77","1338","66","N","0","Kansas","Pittsburgh","03","06"
"1991","138","1329","73","1301","64","N","0","Oklahoma St","NC State","03","06"
"1991","138","1371","81","1166","69","N","0","Seton Hall","Creighton","03","11"
"1991","138","1396","77","1350","64","N","0","Temple","Richmond","10","15"
"1991","139","1104","96","1448","88","N","0","Alabama","Wake Forest","04","05"
"1991","139","1116","97","1113","90","N","0","Arkansas","Arizona St","01","08"
"1991","139","1185","71","1336","68","N","1","E Michigan","Penn St","12","13"
"1991","139","1314","84","1437","69","N","0","North Carolina","Villanova","01","09"
"1991","139","1326","65","1210","61","N","0","Ohio St","Georgia Tech","01","08"
"1991","139","1385","84","1400","76","N","0","St John's","Texas","04","05"
"1991","139","1424","62","1207","54","N","0","UNLV","Georgetown","01","08"
"1991","139","1428","85","1277","84","N","1","Utah","Michigan St","04","05"
"1991","143","1116","93","1104","70","N","0","Arkansas","Alabama","01","04"
"1991","143","1242","83","1231","65","N","0","Kansas","Indiana","03","02"
"1991","143","1371","81","1112","77","N","0","Seton Hall","Arizona","03","02"
"1991","143","1424","83","1428","66","N","0","UNLV","Utah","01","04"
"1991","144","1181","81","1163","67","N","0","Duke","Connecticut","02","11"
"1991","144","1314","93","1185","67","N","0","North Carolina","E Michigan","01","12"
"1991","144","1385","91","1326","74","N","0","St John's","Ohio St","04","01"
"1991","144","1396","72","1329","63","N","1","Temple","Oklahoma St","10","03"
"1991","145","1242","93","1116","81","N","0","Kansas","Arkansas","03","01"
"1991","145","1424","77","1371","65","N","0","UNLV","Seton Hall","01","03"
"1991","146","1181","78","1385","61","N","0","Duke","St John's","02","04"
"1991","146","1314","75","1396","72","N","0","North Carolina","Temple","01","10"
"1991","152","1181","79","1424","77","N","0","Duke","UNLV","02","01"
"1991","152","1242","79","1314","73","N","0","Kansas","North Carolina","03","01"
"1991","154","1181","72","1242","65","N","0","Duke","Kansas","02","03"
"1992","136","1104","80","1390","75","N","0","Alabama","Stanford","05","12"
"1992","136","1116","80","1293","69","N","0","Arkansas","Murray St","03","14"
"1992","136","1163","86","1304","65","N","0","Connecticut","Nebraska","09","08"
"1992","136","1181","82","1144","56","N","0","Duke","Campbell","01","16"
"1992","136","1199","78","1285","68","N","0","Florida St","Montana","03","14"
"1992","136","1207","75","1378","60","N","0","Georgetown","South Florida","06","11"
"1992","136","1210","65","1222","60","N","0","Georgia Tech","Houston","07","10"
"1992","136","1231","94","1183","55","N","0","Indiana","E Illinois","02","15"
"1992","136","1234","98","1400","92","N","0","Iowa","Texas","09","08"
"1992","136","1261","94","1140","83","N","0","LSU","BYU","07","10"
"1992","136","1272","80","1337","70","N","0","Memphis","Pepperdine","06","11"
"1992","136","1281","89","1452","78","N","0","Missouri","West Virginia","05","12"
"1992","136","1314","68","1275","63","N","0","North Carolina","Miami OH","04","13"
"1992","136","1326","83","1290","56","N","0","Ohio St","MS Valley St","01","16"
"1992","136","1371","78","1247","76","N","0","Seton Hall","La Salle","04","13"
"1992","136","1425","84","1419","54","N","0","USC","ULM","02","15"
"1992","137","1153","85","1174","47","N","0","Cincinnati","Delaware","04","13"
"1992","137","1190","87","1112","80","N","0","ETSU","Arizona","14","03"
"1992","137","1235","76","1150","74","N","0","Iowa St","Charlotte","10","07"
"1992","137","1242","100","1224","67","N","0","Kansas","Howard","01","16"
"1992","137","1246","88","1330","69","N","0","Kentucky","Old Dominion","02","15"
"1992","137","1257","81","1448","58","N","0","Louisville","Wake Forest","08","09"
"1992","137","1269","85","1200","58","N","0","Massachusetts","Fordham","03","14"
"1992","137","1276","73","1396","66","N","0","Michigan","Temple","06","11"
"1992","137","1277","61","1283","54","N","0","Michigan St","Missouri St","05","12"
"1992","137","1308","81","1177","73","N","0","New Mexico St","DePaul","12","05"
"1992","137","1329","100","1204","73","N","0","Oklahoma St","Ga Southern","02","15"
"1992","137","1393","51","1343","43","N","0","Syracuse","Princeton","06","11"
"1992","137","1408","61","1385","57","N","0","Tulane","St John's","10","07"
"1992","137","1417","73","1352","53","N","0","UCLA","Robert Morris","01","16"
"1992","137","1418","87","1328","83","N","0","ULL","Oklahoma","13","04"
"1992","137","1431","55","1191","50","N","0","UTEP","Evansville","09","08"
"1992","138","1181","75","1234","62","N","0","Duke","Iowa","01","09"
"1992","138","1199","78","1207","68","N","0","Florida St","Georgetown","03","06"
"1992","138","1210","79","1425","78","N","0","Georgia Tech","USC","07","02"
"1992","138","1231","89","1261","79","N","0","Indiana","LSU","02","07"
"1992","138","1272","82","1116","80","N","0","Memphis","Arkansas","06","03"
"1992","138","1314","64","1104","55","N","0","North Carolina","Alabama","04","05"
"1992","138","1326","78","1163","55","N","0","Ohio St","Connecticut","01","09"
"1992","138","1371","88","1281","71","N","0","Seton Hall","Missouri","04","05"
"1992","139","1153","77","1277","65","N","0","Cincinnati","Michigan St","04","05"
"1992","139","1246","106","1235","98","N","0","Kentucky","Iowa St","02","10"
"1992","139","1269","77","1393","71","N","1","Massachusetts","Syracuse","03","06"
"1992","139","1276","102","1190","90","N","0","Michigan","ETSU","06","14"
"1992","139","1308","81","1418","73","N","0","New Mexico St","ULL","12","13"
"1992","139","1329","87","1408","71","N","0","Oklahoma St","Tulane","02","10"
"1992","139","1417","85","1257","69","N","0","UCLA","Louisville","01","08"
"1992","139","1431","66","1242","60","N","0","UTEP","Kansas","09","01"
"1992","143","1181","81","1371","69","N","0","Duke","Seton Hall","01","04"
"1992","143","1231","85","1199","74","N","0","Indiana","Florida St","02","03"
"1992","143","1246","87","1269","77","N","0","Kentucky","Massachusetts","02","03"
"1992","143","1417","85","1308","78","N","0","UCLA","New Mexico St","01","12"
"1992","144","1153","69","1431","67","N","0","Cincinnati","UTEP","04","09"
"1992","144","1272","83","1210","79","N","1","Memphis","Georgia Tech","06","07"
"1992","144","1276","75","1329","72","N","0","Michigan","Oklahoma St","06","02"
"1992","144","1326","80","1314","73","N","0","Ohio St","North Carolina","01","04"
"1992","145","1181","104","1246","103","N","1","Duke","Kentucky","01","02"
"1992","145","1231","106","1417","79","N","0","Indiana","UCLA","02","01"
"1992","146","1153","88","1272","57","N","0","Cincinnati","Memphis","04","06"
"1992","146","1276","75","1326","71","N","1","Michigan","Ohio St","06","01"
"1992","152","1181","81","1231","78","N","0","Duke","Indiana","01","02"
"1992","152","1276","76","1153","72","N","0","Michigan","Cincinnati","06","04"
"1992","154","1181","71","1276","51","N","0","Duke","Michigan","01","06"
"1993","136","1116","94","1221","64","N","0","Arkansas","Holy Cross","04","13"
"1993","136","1140","80","1374","71","N","0","BYU","SMU","07","10"
"1993","136","1143","66","1261","64","N","0","California","LSU","06","11"
"1993","136","1181","105","1356","70","N","0","Duke","S Illinois","03","14"
"1993","136","1199","82","1191","70","N","0","Florida St","Evansville","03","14"
"1993","136","1228","75","1253","72","N","0","Illinois","Long Beach St","06","11"
"1993","136","1242","94","1123","72","N","0","Kansas","Ball St","02","15"
"1993","136","1314","85","1187","65","N","0","North Carolina","East Carolina","01","16"
"1993","136","1348","74","1345","68","N","0","Rhode Island","Purdue","08","09"
"1993","136","1365","64","1112","61","N","0","Santa Clara","Arizona","15","02"
"1993","136","1371","81","1398","59","N","0","Seton Hall","Tennessee St","02","15"
"1993","136","1385","85","1403","67","N","0","St John's","Texas Tech","05","12"
"1993","136","1396","75","1281","61","N","0","Temple","Missouri","07","10"
"1993","136","1408","55","1243","53","N","0","Tulane","Kansas St","11","06"
"1993","136","1435","92","1129","72","N","0","Vanderbilt","Boise St","03","14"
"1993","136","1443","55","1272","52","N","0","WKU","Memphis","07","10"
"1993","137","1153","93","1164","66","N","0","Cincinnati","Coppin St","02","15"
"1993","137","1203","82","1307","68","N","0","G Washington","New Mexico","12","05"
"1993","137","1231","97","1460","54","N","0","Indiana","Wright St","01","16"
"1993","137","1234","82","1419","69","N","0","Iowa","ULM","04","13"
"1993","137","1246","96","1351","52","N","0","Kentucky","Rider","01","16"
"1993","137","1257","76","1174","70","N","0","Louisville","Delaware","04","13"
"1993","137","1269","54","1335","50","N","0","Massachusetts","Penn","03","14"
"1993","137","1276","84","1157","52","N","0","Michigan","Coastal Car","01","16"
"1993","137","1308","93","1304","79","N","0","New Mexico St","Nebraska","07","10"
"1993","137","1329","74","1266","62","N","0","Oklahoma St","Marquette","05","12"
"1993","137","1380","93","1210","78","N","0","Southern Univ","Georgia Tech","13","04"
"1993","137","1417","81","1235","70","N","0","UCLA","Iowa St","09","08"
"1993","137","1428","86","1338","65","N","0","Utah","Pittsburgh","08","09"
"1993","137","1438","78","1264","66","N","0","Virginia","Manhattan","06","11"
"1993","137","1448","81","1151","58","N","0","Wake Forest","Chattanooga","05","12"
"1993","137","1462","73","1309","55","N","0","Xavier","New Orleans","09","08"
"1993","138","1116","80","1385","74","N","0","Arkansas","St John's","04","05"
"1993","138","1143","82","1181","77","N","0","California","Duke","06","03"
"1993","138","1199","94","1408","63","N","0","Florida St","Tulane","03","11"
"1993","138","1242","90","1140","76","N","0","Kansas","BYU","02","07"
"1993","138","1314","112","1348","67","N","0","North Carolina","Rhode Island","01","08"
"1993","138","1396","68","1365","57","N","0","Temple","Santa Clara","07","15"
"1993","138","1435","85","1228","68","N","0","Vanderbilt","Illinois","03","06"
"1993","138","1443","72","1371","68","N","0","WKU","Seton Hall","07","02"
"1993","139","1153","92","1308","55","N","0","Cincinnati","New Mexico St","02","07"
"1993","139","1203","90","1380","80","N","0","G Washington","Southern Univ","12","13"
"1993","139","1231","73","1462","70","N","0","Indiana","Xavier","01","09"
"1993","139","1246","83","1428","62","N","0","Kentucky","Utah","01","08"
"1993","139","1257","78","1329","63","N","0","Louisville","Oklahoma St","04","05"
"1993","139","1276","86","1417","84","N","1","Michigan","UCLA","01","09"
"1993","139","1438","71","1269","56","N","0","Virginia","Massachusetts","06","03"
"1993","139","1448","84","1234","78","N","0","Wake Forest","Iowa","05","04"
"1993","143","1199","81","1443","78","N","1","Florida St","WKU","03","07"
"1993","143","1231","82","1257","69","N","0","Indiana","Louisville","01","04"
"1993","143","1242","93","1143","76","N","0","Kansas","California","02","06"
"1993","143","1246","103","1448","69","N","0","Kentucky","Wake Forest","01","05"
"1993","144","1153","71","1438","54","N","0","Cincinnati","Virginia","02","06"
"1993","144","1276","72","1203","64","N","0","Michigan","G Washington","01","12"
"1993","144","1314","80","1116","74","N","0","North Carolina","Arkansas","01","04"
"1993","144","1396","67","1435","59","N","0","Temple","Vanderbilt","07","03"
"1993","145","1242","83","1231","77","N","0","Kansas","Indiana","02","01"
"1993","145","1246","106","1199","81","N","0","Kentucky","Florida St","01","03"
"1993","146","1276","77","1396","72","N","0","Michigan","Temple","01","07"
"1993","146","1314","75","1153","68","N","1","North Carolina","Cincinnati","01","02"
"1993","152","1276","81","1246","78","N","1","Michigan","Kentucky","01","01"
"1993","152","1314","78","1242","68","N","0","North Carolina","Kansas","01","02"
"1993","154","1314","77","1276","71","N","0","North Carolina","Michigan","01","01"
"1994","136","1104","76","1344","70","N","0","Alabama","Providence","09","08"
"1994","136","1163","64","1351","46","N","0","Connecticut","Rider","02","15"
"1994","136","1196","64","1241","62","N","0","Florida","James Madison","03","14"
"1994","136","1203","51","1412","46","N","0","G Washington","UAB","10","07"
"1994","136","1242","102","1151","73","N","0","Kansas","Chattanooga","04","13"
"1994","136","1268","74","1387","66","N","0","Maryland","St Louis","10","07"
"1994","136","1269","78","1402","60","N","0","Massachusetts","Texas St","02","15"
"1994","136","1276","78","1337","74","N","1","Michigan","Pepperdine","03","14"
"1994","136","1281","76","1298","53","N","0","Missouri","Navy","01","16"
"1994","136","1335","90","1304","80","N","0","Penn","Nebraska","11","06"
"1994","136","1345","98","1416","67","N","0","Purdue","UCF","01","16"
"1994","136","1393","92","1218","78","N","0","Syracuse","Hawaii","04","13"
"1994","136","1400","91","1443","77","N","0","Texas","WKU","06","11"
"1994","136","1448","68","1158","58","N","0","Wake Forest","Col Charleston","05","12"
"1994","136","1453","61","1143","57","N","0","WI Green Bay","California","12","05"
"1994","136","1458","80","1153","72","N","0","Wisconsin","Cincinnati","09","08"
"1994","137","1112","81","1259","55","N","0","Arizona","Loyola MD","02","15"
"1994","137","1116","94","1299","79","N","0","Arkansas","NC A&T","01","16"
"1994","137","1130","67","1450","64","N","0","Boston College","Washington St","09","08"
"1994","137","1181","82","1411","70","N","0","Duke","TX Southern","02","15"
"1994","137","1207","84","1228","77","N","0","Georgetown","Illinois","09","08"
"1994","137","1231","84","1325","72","N","0","Indiana","Ohio","05","12"
"1994","137","1246","83","1398","70","N","0","Kentucky","Tennessee St","03","14"
"1994","137","1257","67","1129","58","N","0","Louisville","Boise St","03","14"
"1994","137","1266","81","1418","59","N","0","Marquette","ULL","06","11"
"1994","137","1277","84","1371","73","N","0","Michigan St","Seton Hall","07","10"
"1994","137","1278","74","1356","60","N","0","Minnesota","S Illinois","06","11"
"1994","137","1314","71","1251","51","N","0","North Carolina","Liberty","01","16"
"1994","137","1329","65","1308","55","N","0","Oklahoma St","New Mexico St","04","13"
"1994","137","1396","61","1180","39","N","0","Temple","Drexel","04","13"
"1994","137","1409","112","1417","102","N","0","Tulsa","UCLA","12","05"
"1994","137","1438","57","1307","54","N","0","Virginia","New Mexico","07","10"
"1994","138","1163","75","1203","63","N","0","Connecticut","G Washington","02","10"
"1994","138","1196","70","1335","58","N","0","Florida","Penn","03","11"
"1994","138","1242","69","1448","58","N","0","Kansas","Wake Forest","04","05"
"1994","138","1268","95","1269","87","N","0","Maryland","Massachusetts","10","02"
"1994","138","1276","84","1400","79","N","0","Michigan","Texas","03","06"
"1994","138","1281","109","1458","96","N","0","Missouri","Wisconsin","01","09"
"1994","138","1345","83","1104","73","N","0","Purdue","Alabama","01","09"
"1994","138","1393","64","1453","59","N","0","Syracuse","WI Green Bay","04","12"
"1994","139","1112","71","1438","58","N","0","Arizona","Virginia","02","07"
"1994","139","1116","85","1207","73","N","0","Arkansas","Georgetown","01","09"
"1994","139","1130","75","1314","72","N","0","Boston College","North Carolina","09","01"
"1994","139","1181","85","1277","74","N","0","Duke","Michigan St","02","07"
"1994","139","1231","67","1396","58","N","0","Indiana","Temple","05","04"
"1994","139","1257","60","1278","55","N","0","Louisville","Minnesota","03","06"
"1994","139","1266","75","1246","63","N","0","Marquette","Kentucky","06","03"
"1994","139","1409","82","1329","80","N","0","Tulsa","Oklahoma St","12","04"
"1994","143","1112","82","1257","70","N","0","Arizona","Louisville","02","03"
"1994","143","1181","59","1266","49","N","0","Duke","Marquette","02","06"
"1994","143","1281","98","1393","88","N","1","Missouri","Syracuse","01","04"
"1994","143","1345","83","1242","78","N","0","Purdue","Kansas","01","04"
"1994","144","1116","103","1409","84","N","0","Arkansas","Tulsa","01","12"
"1994","144","1130","77","1231","68","N","0","Boston College","Indiana","09","05"
"1994","144","1196","69","1163","60","N","1","Florida","Connecticut","03","02"
"1994","144","1276","78","1268","71","N","0","Michigan","Maryland","03","10"
"1994","145","1112","92","1281","72","N","0","Arizona","Missouri","02","01"
"1994","145","1181","69","1345","60","N","0","Duke","Purdue","02","01"
"1994","146","1116","76","1276","68","N","0","Arkansas","Michigan","01","03"
"1994","146","1196","74","1130","66","N","0","Florida","Boston College","03","09"
"1994","152","1116","91","1112","82","N","0","Arkansas","Arizona","01","02"
"1994","152","1181","70","1196","65","N","0","Duke","Florida","02","03"
"1994","154","1116","76","1181","72","N","0","Arkansas","Duke","01","02"
"1995","136","1104","91","1335","85","N","1","Alabama","Penn","05","12"
"1995","136","1113","81","1123","66","N","0","Arizona St","Ball St","05","12"
"1995","136","1153","77","1396","71","N","0","Cincinnati","Temple","07","10"
"1995","136","1163","100","1151","71","N","0","Connecticut","Chattanooga","02","15"
"1995","136","1242","82","1159","68","N","0","Kansas","Colgate","01","16"
"1995","136","1246","113","1291","67","N","0","Kentucky","Mt St Mary's","01","16"
"1995","136","1264","77","1328","67","N","0","Manhattan","Oklahoma","13","04"
"1995","136","1268","87","1211","63","N","0","Maryland","Gonzaga","03","14"
"1995","136","1275","71","1112","62","N","0","Miami OH","Arizona","12","05"
"1995","136","1329","73","1180","49","N","0","Oklahoma St","Drexel","04","13"
"1995","136","1387","64","1278","61","N","0","St Louis","Minnesota","09","08"
"1995","136","1400","90","1332","73","N","0","Texas","Oregon","11","06"
"1995","136","1408","76","1140","70","N","0","Tulane","BYU","09","08"
"1995","136","1438","96","1311","72","N","0","Virginia","Nicholls St","04","13"
"1995","136","1443","82","1276","76","N","0","WKU","Michigan","08","09"
"1995","136","1448","79","1299","47","N","0","Wake Forest","NC A&T","01","16"
"1995","137","1116","79","1411","78","N","0","Arkansas","TX Southern","02","15"
"1995","137","1207","68","1462","63","N","0","Georgetown","Xavier","06","11"
"1995","137","1235","64","1196","61","N","0","Iowa St","Florida","07","10"
"1995","137","1269","68","1389","51","N","0","Massachusetts","St Peter's","02","15"
"1995","137","1272","77","1257","56","N","0","Memphis","Louisville","06","11"
"1995","137","1280","75","1365","67","N","0","Mississippi St","Santa Clara","05","12"
"1995","137","1281","65","1231","60","N","0","Missouri","Indiana","08","09"
"1995","137","1314","80","1293","70","N","0","North Carolina","Murray St","02","15"
"1995","137","1330","89","1437","81","N","3","Old Dominion","Villanova","14","03"
"1995","137","1345","49","1453","48","N","0","Purdue","WI Green Bay","03","14"
"1995","137","1390","70","1150","68","N","0","Stanford","Charlotte","10","07"
"1995","137","1393","96","1356","92","N","0","Syracuse","S Illinois","07","10"
"1995","137","1409","68","1228","62","N","0","Tulsa","Illinois","06","11"
"1995","137","1417","92","1198","56","N","0","UCLA","Florida Intl","01","16"
"1995","137","1428","76","1253","64","N","0","Utah","Long Beach St","04","13"
"1995","137","1451","79","1277","72","N","0","Weber St","Michigan St","14","03"
"1995","138","1113","64","1264","54","N","0","Arizona St","Manhattan","05","13"
"1995","138","1163","96","1153","91","N","0","Connecticut","Cincinnati","02","07"
"1995","138","1242","75","1443","70","N","0","Kansas","WKU","01","08"
"1995","138","1246","82","1408","60","N","0","Kentucky","Tulane","01","09"
"1995","138","1268","82","1400","68","N","0","Maryland","Texas","03","11"
"1995","138","1329","66","1104","52","N","0","Oklahoma St","Alabama","04","05"
"1995","138","1438","60","1275","54","N","1","Virginia","Miami OH","04","12"
"1995","138","1448","64","1387","59","N","0","Wake Forest","St Louis","01","09"
"1995","139","1116","96","1393","94","N","1","Arkansas","Syracuse","02","07"
"1995","139","1207","53","1451","51","N","0","Georgetown","Weber St","06","14"
"1995","139","1269","75","1390","53","N","0","Massachusetts","Stanford","02","10"
"1995","139","1272","75","1345","73","N","0","Memphis","Purdue","06","03"
"1995","139","1280","78","1428","64","N","0","Mississippi St","Utah","05","04"
"1995","139","1314","73","1235","51","N","0","North Carolina","Iowa St","02","07"
"1995","139","1409","64","1330","52","N","0","Tulsa","Old Dominion","06","14"
"1995","139","1417","75","1281","74","N","0","UCLA","Missouri","01","08"
"1995","143","1163","99","1268","89","N","0","Connecticut","Maryland","02","03"
"1995","143","1246","97","1113","73","N","0","Kentucky","Arizona St","01","05"
"1995","143","1314","74","1207","64","N","0","North Carolina","Georgetown","02","06"
"1995","143","1417","86","1280","67","N","0","UCLA","Mississippi St","01","05"
"1995","144","1116","96","1272","91","N","1","Arkansas","Memphis","02","06"
"1995","144","1269","76","1409","51","N","0","Massachusetts","Tulsa","02","06"
"1995","144","1329","71","1448","66","N","0","Oklahoma St","Wake Forest","04","01"
"1995","144","1438","67","1242","58","N","0","Virginia","Kansas","04","01"
"1995","145","1314","74","1246","61","N","0","North Carolina","Kentucky","02","01"
"1995","145","1417","102","1163","96","N","0","UCLA","Connecticut","01","02"
"1995","146","1116","68","1438","61","N","0","Arkansas","Virginia","02","04"
"1995","146","1329","68","1269","54","N","0","Oklahoma St","Massachusetts","04","02"
"1995","152","1116","75","1314","68","N","0","Arkansas","North Carolina","02","02"
"1995","152","1417","74","1329","61","N","0","UCLA","Oklahoma St","01","04"
"1995","154","1417","89","1116","78","N","0","UCLA","Arkansas","01","02"
"1996","136","1116","86","1336","80","N","0","Arkansas","Penn St","12","05"
"1996","136","1163","68","1159","59","N","0","Connecticut","Colgate","01","16"
"1996","136","1180","75","1272","63","N","0","Drexel","Memphis","12","05"
"1996","136","1185","75","1181","60","N","0","E Michigan","Duke","09","08"
"1996","136","1208","81","1155","74","N","0","Georgia","Clemson","08","09"
"1996","136","1235","74","1143","64","N","0","Iowa St","California","05","12"
"1996","136","1246","110","1363","72","N","0","Kentucky","San Jose St","01","16"
"1996","136","1266","68","1284","44","N","0","Marquette","Monmouth NJ","04","13"
"1996","136","1269","92","1416","70","N","0","Massachusetts","UCF","01","16"
"1996","136","1280","58","1433","51","N","0","Mississippi St","VA Commonwealth","05","12"
"1996","136","1343","43","1417","41","N","0","Princeton","UCLA","13","04"
"1996","136","1345","73","1441","71","N","0","Purdue","W Carolina","01","16"
"1996","136","1390","66","1133","58","N","0","Stanford","Bradley","09","08"
"1996","136","1393","88","1286","55","N","0","Syracuse","Montana St","04","13"
"1996","136","1428","72","1145","43","N","0","Utah","Canisius","04","13"
"1996","136","1439","61","1453","48","N","0","Virginia Tech","WI Green Bay","09","08"
"1996","137","1112","90","1434","51","N","0","Arizona","Valparaiso","03","14"
"1996","137","1130","64","1231","51","N","0","Boston College","Indiana","11","06"
"1996","137","1153","66","1422","61","N","0","Cincinnati","UNC Greensboro","02","15"
"1996","137","1207","93","1290","56","N","0","Georgetown","MS Valley St","02","15"
"1996","137","1210","90","1122","79","N","0","Georgia Tech","Austin Peay","03","14"
"1996","137","1234","81","1203","79","N","0","Iowa","G Washington","06","11"
"1996","137","1242","92","1354","54","N","0","Kansas","S Carolina St","02","15"
"1996","137","1257","82","1409","80","N","1","Louisville","Tulsa","06","11"
"1996","137","1307","69","1243","48","N","0","New Mexico","Kansas St","07","10"
"1996","137","1314","83","1309","62","N","0","North Carolina","New Orleans","06","11"
"1996","137","1365","91","1268","79","N","0","Santa Clara","Maryland","10","07"
"1996","137","1396","61","1328","43","N","0","Temple","Oklahoma","07","10"
"1996","137","1400","80","1276","76","N","0","Texas","Michigan","10","07"
"1996","137","1403","74","1296","73","N","0","Texas Tech","N Illinois","03","14"
"1996","137","1437","92","1339","58","N","0","Villanova","Portland","03","14"
"1996","137","1448","62","1419","50","N","0","Wake Forest","ULM","02","15"
"1996","138","1116","65","1266","56","N","0","Arkansas","Marquette","12","04"
"1996","138","1163","95","1185","81","N","0","Connecticut","E Michigan","01","09"
"1996","138","1208","76","1345","69","N","0","Georgia","Purdue","08","01"
"1996","138","1246","84","1439","60","N","0","Kentucky","Virginia Tech","01","09"
"1996","138","1269","79","1390","74","N","0","Massachusetts","Stanford","01","09"
"1996","138","1280","63","1343","41","N","0","Mississippi St","Princeton","05","13"
"1996","138","1393","69","1180","58","N","0","Syracuse","Drexel","04","12"
"1996","138","1428","73","1235","67","N","0","Utah","Iowa St","04","05"
"1996","139","1112","87","1234","73","N","0","Arizona","Iowa","03","06"
"1996","139","1153","78","1396","65","N","0","Cincinnati","Temple","02","07"
"1996","139","1207","73","1307","62","N","0","Georgetown","New Mexico","02","07"
"1996","139","1210","103","1130","89","N","0","Georgia Tech","Boston College","03","11"
"1996","139","1242","76","1365","51","N","0","Kansas","Santa Clara","02","10"
"1996","139","1257","68","1437","64","N","0","Louisville","Villanova","06","03"
"1996","139","1403","92","1314","73","N","0","Texas Tech","North Carolina","03","06"
"1996","139","1448","65","1400","62","N","0","Wake Forest","Texas","02","10"
"1996","143","1207","98","1403","90","N","0","Georgetown","Texas Tech","02","03"
"1996","143","1246","101","1428","70","N","0","Kentucky","Utah","01","04"
"1996","143","1269","79","1116","63","N","0","Massachusetts","Arkansas","01","12"
"1996","143","1448","60","1257","59","N","0","Wake Forest","Louisville","02","06"
"1996","144","1153","87","1210","70","N","0","Cincinnati","Georgia Tech","02","03"
"1996","144","1242","83","1112","80","N","0","Kansas","Arizona","02","03"
"1996","144","1280","60","1163","55","N","0","Mississippi St","Connecticut","05","01"
"1996","144","1393","83","1208","81","N","1","Syracuse","Georgia","04","08"
"1996","145","1246","83","1448","63","N","0","Kentucky","Wake Forest","01","02"
"1996","145","1269","86","1207","62","N","0","Massachusetts","Georgetown","01","02"
"1996","146","1280","73","1153","63","N","0","Mississippi St","Cincinnati","05","02"
"1996","146","1393","60","1242","57","N","0","Syracuse","Kansas","04","02"
"1996","152","1246","81","1269","74","N","0","Kentucky","Massachusetts","01","01"
"1996","152","1393","77","1280","69","N","0","Syracuse","Mississippi St","04","05"
"1996","154","1246","76","1393","67","N","0","Kentucky","Syracuse","01","04"
"1997","136","1112","65","1375","57","N","0","Arizona","South Alabama","04","13"
"1997","136","1130","73","1434","66","N","0","Boston College","Valparaiso","05","12"
"1997","136","1143","55","1343","52","N","0","California","Princeton","05","12"
"1997","136","1153","86","1139","69","N","0","Cincinnati","Butler","03","14"
"1997","136","1158","75","1268","66","N","0","Col Charleston","Maryland","12","05"
"1997","136","1160","80","1231","62","N","0","Colorado","Indiana","09","08"
"1997","136","1234","73","1438","60","N","0","Iowa","Virginia","08","09"
"1997","136","1235","69","1229","57","N","0","Iowa St","Illinois St","06","11"
"1997","136","1242","78","1238","64","N","0","Kansas","Jackson St","01","16"
"1997","136","1246","92","1285","54","N","0","Kentucky","Montana","01","16"
"1997","136","1314","82","1193","74","N","0","North Carolina","Fairfield","01","16"
"1997","136","1345","83","1348","76","N","1","Purdue","Rhode Island","08","09"
"1997","136","1386","75","1334","65","N","0","St Joseph's PA","Pacific","04","13"
